service_approval_number, date_approval_granted, geocode_level, trading_name, provider_approval_number, state, postcode, conditions, legal_name, suburb, address, ogc_fid, longitude, latitude
null,"29 Dec 2011","Address",null,"PR-00001495","VIC",3196,null,"Edithvale Preschool Centre Assoc Inc","EDITHVALE","29 FRASER AVENUE ",6013,145.1127905,-38.0394977
null,"19 Jul 2013","Address","HELPING HANDS FAMILY DAY CARE","PR-40000590","VIC",3201,null,"R & V SUSON PTY LTD","CARRUM DOWNS","3 FRANKSTON GARDENS DR ",6114,145.1636352,-38.1069002
null,"29 Dec 2011","Address",null,"PR-00002233","VIC",3171,null,"Mardee Investments Pty Ltd","SPRINGVALE","12 SILVAN AVENUE ",6137,145.1448806,-37.9592104
null,"29 Dec 2011","Address",null,"PR-00002045","VIC",3068,null,"John William Fenn; Rhonda Joan Fenn","FITZROY NORTH","476 QUEENS PARADE ",6158,144.9940799,-37.7856634
null,"21 May 2012","Address","Melbcarlton Family Day Care","PR-00006734","VIC",3053,null,"Melbcarlton Family Day Care Pty Ltd","CARLTON","161/480 LYGON ST ",6179,144.9683279,-37.7952809
null,"07 Jan 2013","Address","Buckets Early Learning Centre","PR-40000081","VIC",3144,null,"The Trustee for Delsouth Bentleigh Unit Trust","MALVERN","STONNINGTON DAY SURGERY 253 WATTLETREE RD",6191,145.0393769,-37.8636961
null,"17 Mar 2014","Address",null,"PR-40001352","VIC",3162,null,"UNITED JEWISH EDUCATION BOARD INC","CAULFIELD","BETH WEIZMANN 306 HAWTHORN RD",6230,145.0221321,-37.8852431
null,"29 Dec 2011","Address",null,"PR-00001938","VIC",3174,null,"Yarraman Centre Victoria Inc","NOBLE PARK","33 JOFFRE STREET ",6295,145.1900515,-37.9715966
null,"29 Dec 2011","Address",null,"PR-00001954","VIC",3160,null,"Belgrave Preschool Inc","BELGRAVE","5 HAYES PLACE ",6304,145.3547872,-37.9105065
null,"22 Jul 2013","Address","Rowena Famiyl Dy Care Service","PR-40000509","VIC",3021,null,"ROWENA FAMILY DAY CARE PTY LTD","ST ALBANS","11 EAST ESPLANADE ",6358,144.7993276,-37.7435285
null,"26 Aug 2015","Address","Spring Early Development","PR-40002983","VIC",3023,null,"Abdi Omar","DEER PARK","1 OSBORNE CL ",6374,144.7618856,-37.759061
null,"29 Dec 2011","Address",null,"PR-00002172","VIC",3152,null,"Ingrid Holzmann","WANTIRNA","19 BIRCHFIELD CRESCENT ",6517,145.2345279,-37.8608273
null,"29 Dec 2011","Address",null,"PR-00002474","VIC",3152,null,"Karsam Pty Ltd","WANTIRNA","19 BIRCHFIELD CRESCENT ",6518,145.2345279,-37.8608273
null,"29 Dec 2011","Address",null,"PR-00001711","VIC",3169,null,"Norman Fischer Memorial Preschool Inc","CLAYTON SOUTH","46 KALLAY STREET ",6533,145.1127745,-37.937114
null,"29 Dec 2011","Address","Future Kids","PR-00002414","VIC",3000,null,"Future Kids Pty Ltd As Trustee For Future Kids Unit Trust","MELBOURNE","UNIT 3B 190 BOURKE STREET ",6564,144.9675529,-37.8127235
null,"29 Dec 2011","Address",null,"PR-00001458","VIC",3056,null,"Dawson Street Child Care Co-op Ltd","BRUNSWICK","31 DAWSON ST ",6602,144.9570745,-37.7712269
null,"11 Nov 2015","Address",null,"PR-40005662","VIC",3152,null,"Michelle Assaf","WANTIRNA","1 ALDERFORD DR ",6626,145.2383361,-37.8609223
null,"03 Dec 2012","Address",null,"PR-00008022","VIC",3075,null,"Gabow Family Day Care Pty Ltd","LALOR","1 POSITANO WAY ",6689,144.9869681,-37.6663289
null,"15 Mar 2016","Address","Bright Minds Early Learning Centre","PR-40006778","VIC",3182,null,"BALL SLOAN ENTERPRISES PTY. LTD.","ST KILDA","U 502  10 MARTIN ST ",6748,144.98774,-37.866782
null,"09 Nov 2012","Address","United Family Day Care Pty Ltd","PR-00007125","VIC",3075,null,"United Family Day Care Pty Ltd","LALOR","13 POSITANO WAY ",6896,144.9870803,-37.665643
null,"29 Dec 2011","Address",null,"PR-00001760","VIC",3020,null,"Trabren Pty Ltd","ALBION","145 ANDERSON ROAD ",6897,144.8275187,-37.7828989
null,"29 Dec 2011","Address",null,"PR-00002615","VIC",3205,null,"Scotia Australia P/L","SOUTH MELBOURNE","153 MONTAGUE STREET ",6916,144.9517648,-37.832087
null,"09 Aug 2012","Address","Ashley's Family Day Care Scheme","PR-00006580","VIC",3072,null,"Ashley's Health Care Pty Ltd","PRESTON","351 BELL ST ",6977,145.001275,-37.745191
null,"29 Dec 2011","Address",null,"PR-00001327","VIC",3123,null,"Auburn South Preschool Inc","HAWTHORN EAST","5 ANDERSON ROAD ",7040,145.0486237,-37.8408485
null,"29 Dec 2011","Address",null,"PR-00002804","VIC",3179,null,"Scoresby Primary School","SCORESBY","11 INGRID STREET ",7053,145.2262424,-37.8943833
null,"29 Dec 2011","Address",null,"PR-00001420","VIC",3183,null,"Chabad Institution of Australia Inc","ST KILDA EAST","88 HOTHAM STREET ",7067,144.9999408,-37.8679224
null,"29 Dec 2011","Address",null,"PR-00002386","VIC",3133,null,"Vermont Primary School Council","VERMONT","10 NURLENDI ROAD ",7091,145.1941157,-37.8379755
null,"07 Sep 2015","Address",null,"PR-40003832","VIC",3133,null,"SmartOz Pty Ltd ATF Ozy Olive Unit Trust","VERMONT","11 KAY CT ",7092,145.203126,-37.836833
null,"29 Dec 2011","Address",null,"PR-00002535","VIC",3796,null,"Karen Marie Donders","MT EVELYN","113 BAILEY ROAD ",7093,145.393456,-37.781689
null,"08 Apr 2013","Address","Sherpa Kids Vermont","PR-40000523","VIC",3133,null,"KINDIE CARE PTY LTD","VERMONT SOUTH","19 KOLONGA CT ",7095,145.169816,-37.855389
null,"29 Dec 2011","Address",null,"PR-00002518","VIC",3133,null,"Smigal PTY LTD","VERMONT","7 GREY STREET ",7098,145.196211,-37.833375
null,"11 Sep 2015","Address","BISRAT FAMILY DAY CARE PTY LTD","PR-40004965","VIC",3040,null,"BISRAT FAMILY DAY CARE PTY. LTD.","ESSENDON","11 1064 MT ALEXANDER RD ",7100,144.9130961,-37.7479877
null,"01 Feb 2013","Address","Little Treasures Family Day Care","PR-40000101","VIC",3011,null,"ANJANIKAS FAMILY ENTERPRISE PTY. LTD.","FOOTSCRAY","U 105  144-148 NICHOLSON ST ",7103,144.899048,-37.801592
null,"05 Sep 2013","Address","ALL KIDS CARE FAMILY DAY CARE","PR-40000862","VIC",3065,null,"ALL KIDS CARE FAMILY DAY CARE PTY LTD","FITZROY","U 111  125 NAPIER ST ",7105,144.9792653,-37.8042142
null,"21 Jan 2014","Address","CHILDRENS FUTURE FAMILY DAY CARE","PR-40001275","VIC",3121,null,"CHILDRENS FUTURE FAMILY DAY CARE PTY LTD","RICHMOND","U 114  106 ELIZABETH ST ",7106,144.9961845,-37.8122335
null,"23 Mar 2016","Address","Earliest","PR-40006805","VIC",3141,null,"EARLIEST PTY LTD","SOUTH YARRA","U 12  33 MURPHY ST ",7107,144.990266,-37.83742
null,"12 Aug 2013","Address","Noble Family Daycare","PR-40000727","VIC",3051,null,"Miss Ikran Abdulle","NORTH MELBOURNE","U 148  12 SUTTON ST ",7109,144.9413218,-37.7921511
null,"24 Feb 2014","Address","Golden Wattle Family Day Care","PR-40000601","VIC",3065,null,"GOLDEN WATTLE FAMILY DAY CARE PTY LTD","FITZROY","U 200  90 BRUNSWICK ST ",7113,144.9776918,-37.8047
null,"12 Nov 2012","Address",null,"PR-40000070","VIC",3031,null,"KUTUB FAMILY DAY CARE PTY LTD","FLEMINGTON","U 21  126 RACECOURSE RD ",7114,144.9371913,-37.7869162
null,"01 Oct 2014","Address","Langmann Family Day Care","PR-40001216","VIC",3072,null,"LANGMANN PTY LTD","PRESTON","U 29  44-46 MARY ST ",7116,145.0021801,-37.7417775
null,"15 Dec 2015","Address","WYNDHAM GENESIS FDC PTY LTD","PR-40003401","VIC",3011,null,"WYNDHAM GENESIS FDC PTY LTD","FOOTSCRAY","U 302  21 MORELAND ST ",7117,144.9075039,-37.8021043
null,"10 Oct 2016","Address",null,"PR-40007886","VIC",3053,null,"Shaun Wei Jie Sng","CARLTON","U 413  1 BOUVERIE ST ",7123,144.9612201,-37.8060974
null,"07 Oct 2015","Address","ONNEES FAMILY DAY CARE PTY LTD","PR-40003321","VIC",3065,null,"ONNEES FAMILY DAY CARE PTY LTD","FITZROY","U 515  150 BRUNSWICK ST ",7124,144.9779065,-37.8027456
null,"13 Mar 2014","Address","CUTE AND CUDDLE FAMILY DAY CARE","PR-40000887","VIC",3053,null,"CUTE AND CUDDLE FAMILY DAY CARE PTY. LTD.","CARLTON","U 63  478 DRUMMOND ST",7125,144.9699598,-37.794473
null,"29 Jan 2016","Address","Stepping Stones Academy FDC","PR-40004142","VIC",3053,null,"STEPPING STONES ACADEMY FDC PTY.LTD","CARLTON","U 706  38 ELGIN ST ",7127,144.9732182,-37.7974282
null,"28 Apr 2014","Address","Kids R Creative Family Day Care","PR-40001441","VIC",3108,null,"Kids R Creative Family Day Care Pty Ltd","DONCASTER","U 710  95 TRAM RD ",7128,145.1247737,-37.7886318
null,"27 Apr 2016","Address","Exceptional Family Day Care P/L","PR-40005460","VIC",3031,null,"EXCEPTIONAL FAMILY DAY CARE PTY. LTD.","FLEMINGTON","U 89  130 RACECOURSE RD ",7130,144.9359756,-37.7875503
null,"21 Feb 2013","Address","Sunrise Daycare","PR-00007138","VIC",3011,null,"Sunrise Daycare Pty Ltd","FOOTSCRAY","UNIT 3 144/148 NICHOLSON ST",7132,144.899048,-37.801592
null,"29 Oct 2014","Address","Altona Meadows Family Day Care","PR-40001829","VIC",3011,null,"Altona Meadows Family Day Care Pty Ltd","FOOTSCRAY","144-148 NICHOLSON ST ",7133,144.899048,-37.801592
null,"26 Jun 2012","Address","Gaadokaroor Family Day Care Scheme","PR-00006915","VIC",3011,null,"Gaadokaroor Family Day Care Scheme Pty Ltd","FOOTSCRAY","144-148 NICHOLSON ST ",7134,144.899048,-37.801592
null,"19 Dec 2012","Address","Bright Sun Family Day Care","PR-40000042","VIC",3051,null,"BRIGHT SUN FAMILY DAY CARE PTY LTD","NORTH MELBOURNE","218 CHETWYND ST",7136,144.9531093,-37.8021526
null,"29 Dec 2011","Address",null,"PR-00002536","VIC",3021,null,"Azaria Family Day Care Pty Ltd","ST ALBANS","9/32 EAST ESPLANADE ",7138,144.7987765,-37.7412885
null,"05 Nov 2012","Address","Kids Homelike Family Day Care","PR-00007128","VIC",3023,null,"M.D Bol & A Weil","CAROLINE SPRINGS","LEVEL 3 SUITE 2 13-15 LAKE STREET",7139,144.7415119,-37.732962
null,"29 Dec 2011","Address",null,"PR-00002618","VIC",3000,null,"Little Assets Pty Ltd ATF Little Assets Unit Trust","MELBOURNE","LEVEL 3 TOWER 3 18 - 38 SIDDELEY STREET ",7140,144.9525817,-37.8231696
null,"29 Dec 2011","Address",null,"PR-00002619","VIC",8005,null,"Little Assets WTC Pty Ltd","MELBOURNE","LEVEL 3 TOWER 3 18 - 38 SIDDELEY STREET ",7141,144.9525817,-37.8231696
null,"27 Apr 2015","Address","explore learn grow","PR-40001798","VIC",3031,null,"EXPLORE LEARN AND GROW PTY. LTD.","FLEMINGTON","UNIT 191 130 RACECOURSE ROAD ",7144,144.9359756,-37.7875503
null,"31 Jul 2012","Address","Fun N Fabulous","PR-00006484","VIC",3051,null,"Fun N Fabulous Family Day Care Pty Ltd","NORTH MELBOURNE","111 / 12 SUTTON STREET ",7146,144.9413218,-37.7921511
null,"24 Feb 2014","Address",null,"PR-40001316","VIC",3026,null,"POINTS FAMILY DAY CARE PTY LTD","LAVERTON NORTH","BUILDING 11/47-51 LITTLE BOUNDARY ROAD ",7150,144.8165599,-37.8164924
null,"08 May 2012","Address",null,"PR-00002638","VIC",3042,null,"Early Learning Family Day Care Pty Ltd","KEILOR PARK","UNIT 10 14 CONCORDE DR ",7161,144.8487389,-37.7217898
null,"15 Mar 2013","Address","Dandenong Ranges Childcare Centre","PR-40000422","VIC",3066,null,"BYKANDT PTY LTD for The Dalziel Family Trust","COLLINGWOOD","U 1  92 WELLINGTON ST ",7162,144.986419,-37.805765
null,"07 Jul 2016","Address",null,"PR-40005514","VIC",3122,null,"SALAAR FAMILY DAY CARE PTY LTD","HAWTHORN","U 7  187 AUBURN RD ",7166,145.044601,-37.825953
null,"19 Mar 2013","Address","Kids Sanctuary Family Day Care","PR-40000455","VIC",3019,null,"KIDS SANCTUARY FAMILY DAY CARE PTY LTD","BRAYBROOK","U 2  6 SOUTH RD ",7172,144.8611247,-37.7923667
null,"30 Aug 2012","Address","Melbourne Metro Family Day Care Centre","PR-00006592","VIC",3148,null,"Abdulrahman Moose","BRUNSWICK","U 3  650A SYDNEY RD ",7173,144.963188,-37.762147
null,"20 Apr 2016","Address","All Star KIds","PR-40006760","VIC",3079,null,"Timothy James Walsh","IVANHOE","U 4  7 WAVERLEY AVE ",7174,145.039195,-37.771341
null,"20 Jul 2012","Address","Bright Kids Family Day Care Pty Ltd","PR-00006568","VIC",3976,null,"BRIGHT KIDS FAMILY DAYCARE PTY. LTD.","HAMPTON PARK","U 6 19 ENTERPRISE AVE ",7176,145.2670279,-38.0352409
null,"29 Dec 2011","Address",null,"PR-00002444","VIC",3155,null,"Magic Garden Childcare Centre Pty Ltd as Trustee for the MacKenzie Family Trust","BORONIA","U 1  19 WOODVALE RD ",7184,145.276553,-37.864814
null,"29 Jun 2015","Address","Young Einsteins Early Learning Centre","PR-40003938","VIC",3145,null,"Young Einsteins Early Learning Centre Pty Ltd ATF P Moodley Trust","MALVERN EAST","U 3  17-19 REPTON RD ",7194,145.052093,-37.881004
null,"31 Jan 2013","Address","Muna Family Day Care","PR-40000222","VIC",3072,null,"Faduma Alio","PRESTON","294-296 HIGH ST ",7198,145.003578,-37.7418777
null,"05 Mar 2015","Address","Little Penguins Family Day Care","PR-40001606","VIC",3175,null,"Little Penguins Family Day Care Pty Ltd","DANDENONG","22 WILMA AVE ",7202,145.202604,-37.981692
null,"29 Dec 2011","Address",null,"PR-00002523","VIC",3030,null,"Kids Heaven Family Day Care Services Pty Ltd","DERRIMUT","UNIT 9  81 ELGAR ROAD ",7204,144.7730531,-37.7875044
null,"23 Apr 2012","Address","Elite Petites Pty Ltd","PR-00006635","VIC",3193,null,"Mordi Kids Pty Ltd","BEAUMARIS","UNIT 1 21 ALFRED STREET",7209,145.051372,-37.976489
null,"25 Sep 2013","Address","Shoheli's Kidz Care","PR-40000747","VIC",3809,null,"Mrs Shoheli Sunjida","OFFICER","38 MARY ST ",7210,145.4294556,-38.0762549
null,"12 Jul 2012","Address","Wonder Childcare Pty Ltd","PR-00006785","VIC",3181,null,"The Trustee For the Wonder Childcare Unit Trust","PRAHRAN","UNIT 11/29 GREVILLE STREET ",7211,144.986816,-37.848518
null,"26 Apr 2013","Address","Noona Family Day Care Scheme","PR-40000198","VIC",3031,null,"Ms Nejla Muhammad","FLEMINGTON","U 99  130 RACECOURSE RD ",7225,144.9359756,-37.7875503
null,"23 Sep 2015","Address","Genius Childcare PTY LTD","PR-40004779","VIC",3000,null,"Genius Learning PTY LTD","MELBOURNE","1 COLLINS ST",7226,144.9736107,-37.8136504
null,"11 Nov 2016","Address","School Support Services","PR-40009285","VIC",3141,null,"C.L SAVAGE & J.L TIDD","SOUTH YARRA","35 MALCOLM ST",7233,144.9962847,-37.8372258
null,"15 Jun 2012","Address","Precious Moments Family Day Care","PR-00006589","VIC",3084,null,"Precious Moments Family Day Care","HEIDELBERG","210/100 MOUNT STREET ",7239,145.0624614,-37.7567529
null,"26 Nov 2012","Address","Barwaaqo Family Day Care Pty Ltd","PR-00007890","VIC",3065,null,"Barwaaqo Family Day Care Pty Ltd","FITZROY","41/140 BRUNSWICK STREET ",7240,144.9778865,-37.803564
null,"01 Jan 2012","Address",null,"PR-00006531","VIC",3031,null,"Kid's Learning Family Day Care","FLEMINGTON","62/12 HOLLAND COURT ",7241,144.9347135,-37.7881759
null,"17 Jun 2013","Address","Little Star Family Day Care Service","PR-40000604","VIC",3029,null,"Mr MD Mahbubur Rahman","TRUGANINA","33 VICTORIA STREET ",7244,144.7273766,-37.8568898
null,"12 Sep 2016","Address",null,"PR-40007659","VIC",3175,null,"Hosneyah Qasemi","DANDENONG","U 4  3 HEMMINGS ST ",7248,145.21052,-37.983921
null,"30 Dec 2013","Address","Treasure Time Family Day Care","PR-40000797","VIC",3030,null,"Treasure Time Family Day Care Pty Ltd","DERRIMUT","U 6  31 ELGAR RD ",7249,144.7731638,-37.7848742
null,"14 Nov 2014","Address","115297243","PR-40002544","VIC",3109,null,"PINES LEARNING INC","DONCASTER EAST","U 1  520 BLACKBURN RD ",7250,145.1672671,-37.7607217
null,"13 Jun 2012","Address",null,"PR-00006485","VIC",3011,null,"Ms Yier Makuet and Ms Yier Makuet and Ms Natalina Makuet and Ms Yier Makuet and Ms Natalina Makuet","FOOTSCRAY","SUITE 1 28C IRVING ST ",7254,144.9011246,-37.8013524
null,"16 Dec 2013","Address","DESTINY FAMILY DAY CARE SERVICES","PR-40000750","VIC",3031,null,"DESTINY FAMILY DAY CARE SERVICES PTY LTD","KENSINGTON","U 1  12 DURHAM ST ",7255,144.9278158,-37.7963707
null,"22 Aug 2013","Address","MOTHERS LOVE CHILD CARE SERVICES","PR-40000860","VIC",3128,null,"MOTHERS LOVE CHILD CARE SERVICES PTY. LTD.","BOX HILL","SUITE 6 205A MIDDLEBOROUGH RD ",7261,145.1344729,-37.8393903
null,"07 Jun 2013","Address","TIME2PLAY FAMILY DAY CARE SERVICE PTY LTD","PR-40000569","VIC",3029,null,"TIME2PLAY FAMILY DAY CARE SERVICE PTY LTD","HOPPERS CROSSING","U 3  23A OLD GEELONG RD ",7274,144.699846,-37.882665
null,"30 Jan 2014","Address","Royale Family Day Care","PR-40001060","VIC",3011,null,"ROYALE FAMILY DAY CARE PTY LTD","FOOTSCRAY","SUITE 2  154-160 NICHOLSON ST ",7275,144.899018,-37.8017891
null,"13 Jun 2014","Address","Kids Kare Family Day Care Pty Ltd","PR-40001346","VIC",3029,null,"Kids Kare Family Day Care Pty Ltd","HOPPERS CROSSING","U 2  23A OLD GEELONG RD ",7277,144.699846,-37.882665
null,"21 Oct 2013","Address","HOPE EARLY LEARNING CENTRE","PR-40001225","VIC",3198,null,"HOPE CARRUM DOWNS PTY LTD","SEAFORD","U 3  39 BRUNEL RD ",7278,145.1439669,-38.1008358
null,"28 Jan 2016","Address","Hope Frankston South PTY LTD","PR-40005542","VIC",3198,null,"Hope Frankston Heights PTY LTD","SEAFORD","U 3  39 BRUNEL RD ",7279,145.1439669,-38.1008358
null,"19 Jan 2016","Address","Early Education Family Day Care","PR-40004224","VIC",3019,null,"Early Education Family Day Care Pty Ltd","BRAYBROOK","U 1  36-38 CARLTON ST ",7284,144.8483681,-37.7803845
null,"29 Dec 2011","Address",null,"PR-00002553","VIC",3199,null,"Little Acorns Childcare Pty Ltd","FRANKSTON","231 FRANKSTON - FLINDERS ROAD ",7287,145.139581,-38.175197
null,"16 Jan 2017","Address",null,"PR-40007411","VIC",3020,null,"CHILDREN AT HOME FAMILY DAY CARE PTY LTD","SUNSHINE WEST","U 1  114 FAIRBAIRN RD ",7288,144.8191524,-37.8049787
null,"01 Oct 2013","Address","MUMMINA PTY LTD","PR-40001131","VIC",3011,null,"MUMMINA PTY LTD","FOOTSCRAY","U 1  209 NICHOLSON ST ",7290,144.899077,-37.8034697
null,"26 Apr 2013","Address","Mecha Family Day Care Services","PR-40000449","VIC",3011,null,"Negassa Badasse","FOOTSCRAY","U 1  28 PICKETT ST ",7291,144.8960395,-37.8014385
null,"14 Nov 2014","Address",null,"PR-40002224","VIC",3206,null,"Bambini RCH Pty Ltd","MIDDLE PARK","20B ARMSTRONG ST ",7294,144.964176,-37.85021
null,"15 Nov 2013","Address","Paraditho Family Day Care Scheme","PR-40001080","VIC",3020,null,"UNHU RECRUITMENT PTY LTD","SUNSHINE NORTH","4 22 NOTTINGHAM STREET ",7295,144.84586,-37.774698
null,"10 Nov 2016","Address","ARYA FAMILY DAY CARE AND TRAINING SERVICES","PR-40006904","VIC",3109,null,"Elham Jahanshiri","DONCASTER EAST","U 1  44 RENSHAW ST ",7297,145.1459798,-37.7944089
null,"09 Aug 2013","Address","Kids 4 Care Family Day Care","PR-40000804","VIC",3011,null,"Kids 4 Care Family Day Care Pty Ltd","FOOTSCRAY","8 41 PAISLEY STREET ",7305,144.899131,-37.801098
null,"29 Dec 2011","Address",null,"PR-00001581","VIC",3099,null,"Hurstbridge Preschool Inc","HURSTBRIDGE","8 GRAYSHARPS ROAD ",7306,145.1925772,-37.6380181
null,"08 Sep 2014","Address","Team Holiday","PR-40002234","VIC",3189," The approved provider must review and revise the emergency and evacuation policy and procedures to include procedures and processes for:             a) \tEnsuring that emergency and evacuation policies and procedures set out: instructions of what must be done in the event of any emergency at the overnight excursion including activities; that an emergency and evacuation plan is to be displayed at the main designated exits; that a risk assessment is conducted to identify potential emergencies that are relevant to the overnight excursion.                    i.\tThe approved provider must ensure that the emergency and evacuation procedures are rehearsed on the first day of the overnight excursion by all excursion staff volunteers children and any other third party present at the overnight excursion.            b)\t       A copy of this revised policy is to be submitted to the Department by 30 November 2016. The approved provider must ensure that all excursion staff volunteers and contractors who will be present at the overnight excursion are adequately screened. The approved provider must take reasonable steps to ensure that each service follows the supervision policy as part of the services Child Safe Environment policy. The approved provider must ensure that risk assessments conducted in relation to every overnight excursion include the following information:        i.\tThe name and approval number of each service participating in the overnight excursion; and       ii.\tThe name and date of birth of each child attending the overnight excursion as well as which service the child is enrolled in; and       iii.\tThe location each child will be collected from prior to the overnight excursion and delivered to after the excursion and the method in which these children will be transported to and from the overnight excursion; and      iv.\tThe names contact details and roles of each staff member who will be attending the overnight excursion; and      v.\tThe health and safety concerns and considerations identified during the pre-inspection of the premises and measures in place to manage these. The approved provider must ensure that all services attending an overnight excursion take with them on the excursion paper copies of each child’s enrolment record. This enrolment record must also include the following information provided by a parent or guardian of each child attending the overnight excursion:      i.  \tThe name of the service the child is enrolled in; and     ii.\t       Information about the child’s current knowledge ideas culture abilities and interests including but not limited to the child’s ability with regard to any of the activities planned during the excursion; and     iii.\tWhether the child has previously spent the night away from home and any issues arising (if applicable) from this; and     iv.\tDetails of the child’s daily routine including sleep and rest patterns.a.\tA copy of the completed enrolment form including the additional information listed above must be accessible to staff at all times during the overnight excursion. The approved provider must provide an overnight excursion briefing and information sharing session for the parents and guardians of the children attending the overnight excursion at least one week prior to the commencement of the overnight excursion. The approved provider must ensure that staff members employed appointed or engaged to work at the overnight excursion are inducted at least two days prior to the overnight excursion. The induction must include the following information (but is not limited to this information):      i.\t         Details of the risk assessment completed by the approved provider including any risks to children associated with an overnight excursion and how these will be mitigated; and     ii.\t         Details  of the service’s policies and procedures; and     iii.\tThe management of children attending the overnight excursion including the specific management of children with any special considerations for example: any cultural religious or dietary requirements or additional needs or with health care needs or medical conditions and allergies including but not limited to asthma diabetes and whether the child has been diagnosed as being at risk of anaphylaxis.","Team Holiday Pty Ltd ATF Team Holiday Trust","MOORABBIN","1B 273/275 WICKHAM ROAD ",7321,145.055937,-37.946646
null,"07 Jun 2013","Address","Cush Family Day Care","PR-40000357","VIC",3011,null,"A.D KOK & A.A KOTHEA","FOOTSCRAY","U 11/7-9 LEEDS ST ",7324,144.9013918,-37.7988161
null,"02 Aug 2013","Address","Smart Family Day Care Pty Ltd","PR-40000447","VIC",3066,null,"Smart Family Day Care Pty Ltd","COLLINGWOOD","U 4  89 PERRY STREET ",7325,144.9904962,-37.8006232
null,"23 Jan 2013","Address","Early Learning Famiyl Daycare","PR-00008053","VIC",3032,null,"Early Learning Family Daycare Pty. Ltd.","ASCOT VALE","U3 148 EPSOM RD ",7326,144.9112851,-37.777262
null,"28 Sep 2015","Address",null,"PR-40002585","VIC",3029,null,"B & F FAMILY DAY CARE PTY LTD","TARNEIT","5 ESSEX CT ",7327,144.708799,-37.850374
null,"22 Aug 2013","Address","Candy Kids Family Day Care","PR-40000890","VIC",3062,null,"Mrs Secil Sezer","SOMERTON","LEVEL 1  22B SOMERTON RD ",7328,144.9482341,-37.6421508
null,"04 May 2015","Address",null,"PR-40002409","VIC",3060,null,"INSHA FAMILY DAY CARE PTY LTD","FAWKNER","LEVEL 1 49 BONWICK ST",7329,144.9652961,-37.7022192
null,"04 Mar 2013","Address","Learn and Play House Pty Ltd","PR-00006488","VIC",3168,null,"Learn and Play House Pty Ltd","CLAYTON","SUITE 1 96 GARDEN ROAD ",7330,145.1461915,-37.9258896
null,"29 Dec 2011","Address",null,"PR-00002354","VIC",3124,null,"Endeavour Childcare Pty Ltd","CAMBERWELL","SUITE 2 1386 TOORAK RD ",7331,145.093683,-37.850334
null,"14 Oct 2013","Address","Kids Star Family Day Care","PR-40000725","VIC",3012,null,"Kids Stars Family Day Care Pty Ltd","MAIDSTONE","U 2  38 RICHELIEU ST ",7332,144.871358,-37.789776
null,"08 Nov 2012","Address","APPLES FAMILY DAY CARE PTY. LTD.","PR-40000064","VIC",3030,null,"APPLES FAMILY DAY CARE PTY. LTD.","DERRIMUT","SUITE 3 10 CASTRO WAY",7336,144.7728428,-37.7914872
null,"21 Sep 2015","Address","Thornbury Learning Centre","PR-40005023","VIC",3130,null,"JJVS Group Early Learning Centres Pty Ltd ATF The Lau Family Trust No. 3","BLACKBURN SOUTH","14 EDINBURGH RD ",7339,145.139715,-37.836984
null,"16 Jan 2017","Address","JPS Education and Care Service","PR-40008981","VIC",3058,null,"Jodie Signorino","COBURG","19A QUEEN ST ",7341,144.9496539,-37.7520748
null,"19 Jan 2016","Address","Bright Winnerz","PR-40003910","VIC",3171,null,"The Partnership of Yvette Cho Thi and Glenda Batinga Simalong","SPRINGVALE","54 LEWIS ST ",7343,145.146783,-37.937199
null,"09 Sep 2014","Address","Stella Street Childcare and Early Learning Centre","PR-40002330","VIC",3807,null,"Little Owls Enterprises Pty Ltd ATF Little Owls Early Learning Centre Trust","BEACONSFIELD","6 STELLA ST ",7344,145.369093,-38.04568
null,"19 Dec 2016","Address","LA GRANDE RECRE","PR-40009134","VIC",3163,null,"SCA LATOUCHE NOMINEES PTY. LTD. ATF LATOUCHE FAMILY TRUST","MURRUMBEENA","17 HENTY ST ",7345,145.069658,-37.899362
null,"21 Nov 2013","Address","Little Joey's Early Learning","PR-40001221","VIC",3804,null,"Little Joey's Early Learning Pty Ltd","NARRE WARREN EAST","2-4 DORNING RD ",7346,145.3773546,-37.9589102
null,"29 Dec 2011","Address",null,"PR-00002080","VIC",3152,null,"The Knox School Limited","WANTIRNA SOUTH","220 BURWOOD HWY ",7347,145.2193636,-37.8640914
null,"14 Sep 2012","Address","Elwood Children's Centre","PR-40000035","VIC",3184,null,"THE ELWOOD CHILDRENS CENTRE INC","ELWOOD","46 TENNYSON ST ",7349,144.987348,-37.87367
null,"29 Apr 2013","Address","Awsome Family Day Care","PR-40000113","VIC",3058,null,"AWSOME FAMILY DAY CARE SERVICES PTY. LTD.","COBURG","67 SYDNEY RD ",7350,144.964252,-37.753586
null,"18 May 2016","Address","Learning 4 Kidz Pty Ltd","PR-40006068","VIC",3058,null,"Learning 4 Kidz Pty Ltd","COBURG","67 SYDNEY RD ",7351,144.964252,-37.753586
null,"23 Jun 2015","Address",null,"PR-40002158","VIC",3058,null,"YOUNG MINDS INTERNATIONAL PTY LTD","COBURG","67 SYDNEY RD ",7352,144.964252,-37.753586
null,"26 Sep 2013","Address","Early Care Early Learning","PR-40000980","VIC",3058,null,"EARLY CARE EARLY LEARNING VISION FDC PTY. LTD.","COBURG","SUITE 1 G 67 SYDNEY RD",7353,144.964252,-37.753586
